pub_date,title,venue,excerpt,citation,url_slug,paper_url,code_url
2025-07-31,"Something's Fishy in the Data Lake: A Critical Re-evaluation of Table Union Search Benchmarks","Table Representation Learning Workshop @ ACL","Recent table representation learning and data discovery methods tackle table union search (TUS) within data lakes, which involves identifying tables that can be unioned with a given query table to enrich its content. These methods are commonly evaluated using benchmarks that aim to assess semantic understanding in real-world TUS tasks. However, our analysis of prominent TUS benchmarks reveals several limitations that allow simple baselines to perform surprisingly well, often outperforming more sophisticated approaches. This suggests that current benchmark scores are heavily influenced by dataset-specific characteristics and fail to effectively isolate the gains from semantic understanding. To address this, we propose essential criteria for future benchmarks to enable a more realistic and reliable evaluation of progress in semantic table union search.","Boutaleb, A., Amann, B., Naacke, H., & Angarita, R. (2025). Something's Fishy In The Data Lake: A Critical Re-evaluation of Table Union Search Benchmarks. Proceedings of Table Representation Learning Workshop @ ACL 2025.","2009-10-01-paper-title-number-1","https://arxiv.org/pdf/2505.21329","https://github.com/Allaa-boutaleb/fishy-tus"
